2016-04-01 00:12:22|20000013394|99|0|8df15e97-3dfc-11e6-83d8-7831c1cb607e|50000026115
2016-04-01 00:14:52|20000012690|17|0|95f6d04f-3dfc-11e6-ada4-7831c1cb607e|50000030513
2016-04-01 01:23:39|20000015073|72|0|911e2ade-3dfc-11e6-8f70-7831c1cb607e|50000036024
2016-04-01 01:44:21|20000014149|69|0|99c64402-3dfc-11e6-9c72-7831c1cb607e|50000046403
2016-04-01 04:09:44|20000007235|97|0|8ed3b168-3dfc-11e6-b63b-7831c1cb607e|50000010072
2016-04-01 06:44:16|20000009595|98|0|9b258007-3dfc-11e6-8c69-7831c1cb607e|50000045198
2016-04-01 06:48:53|20000003963|24|0|8e1ab0f3-3dfc-11e6-8701-7831c1cb607e|50000007973
2016-04-01 08:50:14|20000013167|91|0|8e32428a-3dfc-11e6-b685-7831c1cb607e|50000011040
2016-04-01 09:04:04|20000019705|33|7|8c723db0-3dfc-11e6-a0d6-7831c1cb607e|50000003244
2016-04-01 13:52:42|20000000440|49|0|91de4000-3dfc-11e6-931e-7831c1cb607e|50000018819
2016-04-01 14:25:42|20000019110|85|0|8bd55407-3dfc-11e6-ab91-7831c1cb607e|50000001554
2016-04-01 14:34:22|20000000442|38|0|8ca2055c-3dfc-11e6-8039-7831c1cb607e|50000003794
2016-04-01 17:39:54|20000004174|51|0|916550b3-3dfc-11e6-b899-7831c1cb607e|50000046983
2016-04-01 17:54:53|20000005693|37|0|8e5585ee-3dfc-11e6-99e2-7831c1cb607e|50000008647
2016-04-01 18:06:47|20000000236|35|0|8cb11575-3dfc-11e6-99c4-7831c1cb607e|50000007439
2016-04-01 19:08:47|20000011187|81|13|97d6eab8-3dfc-11e6-823a-7831c1cb607e|50000035794
2016-04-01 20:51:36|20000015603|98|13|992081d4-3dfc-11e6-97c4-7831c1cb607e|50000039439
2016-04-01 23:29:23|20000000322|43|0|8b5a1a54-3dfc-11e6-ac39-7831c1cb607e|50000005455
2016-04-01 23:46:06|20000019185|80|0|8c140038-3dfc-11e6-8c75-7831c1cb607e|50000002244
2016-04-02 01:01:00|20000005052|82|5|940f2cb8-3dfc-11e6-8495-7831c1cb607e|50000025792
2016-04-02 02:38:47|20000019282|20|0|97b7825c-3dfc-11e6-87d2-7831c1cb607e|50000035448
2016-04-02 06:46:23|20000009311|45|0|94486870-3dfc-11e6-8352-7831c1cb607e|50000040039
2016-04-02 08:39:07|20000016369|97|0|8d5665c5-3dfc-11e6-b11c-7831c1cb607e|50000019997
2016-04-02 09:12:44|20000011308|86|0|9a70c487-3dfc-11e6-958a-7831c1cb607e|50000043230
2016-04-02 09:40:30|20000003667|69|0|8fee1f0f-3dfc-11e6-8f50-7831c1cb607e|50000040434
2016-04-02 11:30:41|20000012423|60|0|8c10f44c-3dfc-11e6-9046-7831c1cb607e|50000012466
2016-04-02 12:00:33|20000007924|35|13|8df4d2a3-3dfc-11e6-9685-7831c1cb607e|50000021848
2016-04-02 18:28:31|20000000940|86|8|98374c6b-3dfc-11e6-a1c6-7831c1cb607e|50000036863
2016-04-02 18:35:31|20000010804|15|0|98b64a00-3dfc-11e6-8f5b-7831c1cb607e|50000038317
2016-04-02 20:34:29|20000019050|20|0|8cef5e38-3dfc-11e6-b686-7831c1cb607e|50000037928
2016-04-02 23:37:55|20000010978|63|0|8bd21811-3dfc-11e6-9216-7831c1cb607e|50000036922
2016-04-03 00:33:19|20000018602|83|2|9299418c-3dfc-11e6-81a9-7831c1cb607e|50000020917
2016-04-03 02:45:36|20000003420|43|0|8bc4cb91-3dfc-11e6-bcf4-7831c1cb607e|50000001375
2016-04-03 05:00:44|20000013411|72|0|8d9e87c0-3dfc-11e6-866f-7831c1cb607e|50000047166
2016-04-03 05:14:05|20000016513|83|11|8e08199c-3dfc-11e6-9309-7831c1cb607e|50000007753
2016-04-03 06:37:41|20000001945|15|0|909c9c1e-3dfc-11e6-814c-7831c1cb607e|50000037109
2016-04-03 08:48:30|20000004394|49|0|8c28f4ab-3dfc-11e6-83e3-7831c1cb607e|50000049534
2016-04-03 08:53:16|20000010239|39|0|8f26de94-3dfc-11e6-bf4f-7831c1cb607e|50000011002
2016-04-03 10:27:22|20000014722|54|0|91c77528-3dfc-11e6-bf39-7831c1cb607e|50000018563
2016-04-03 10:58:04|20000010303|69|10|8f7ceb35-3dfc-11e6-af39-7831c1cb607e|50000043983
2016-04-03 11:10:45|20000019794|43|0|91f05145-3dfc-11e6-a102-7831c1cb607e|50000036650
2016-04-03 12:14:51|20000005892|4|15|96961370-3dfc-11e6-9462-7831c1cb607e|50000032249
2016-04-03 12:28:33|20000001379|35|10|8f6e9c6e-3dfc-11e6-868d-7831c1cb607e|50000011821
2016-04-03 13:45:22|20000002712|80|0|9747bd28-3dfc-11e6-b3fe-7831c1cb607e|50000034240
2016-04-03 14:42:00|20000018489|47|10|9b7b16ba-3dfc-11e6-9ce2-7831c1cb607e|50000048260
2016-04-03 15:52:00|20000008582|55|0|8eddf791-3dfc-11e6-8db3-7831c1cb607e|50000011715
2016-04-03 16:27:05|20000005637|57|0|907ef3a8-3dfc-11e6-8776-7831c1cb607e|50000014877
2016-04-03 18:08:04|20000008524|54|0|922bdcb5-3dfc-11e6-8e7c-7831c1cb607e|50000049801
2016-04-03 18:34:14|20000005758|80|0|9015a8b3-3dfc-11e6-b436-7831c1cb607e|50000013661
2016-04-03 19:02:11|20000016795|49|0|9c8e2219-3dfc-11e6-ac7f-7831c1cb607e|50000049339
2016-04-03 19:54:01|20000013322|35|0|8ea91299-3dfc-11e6-9e75-7831c1cb607e|50000009590
2016-04-03 19:54:02|20000010768|25|4|94938359-3dfc-11e6-9795-7831c1cb607e|50000037465
2016-04-03 20:22:33|20000015125|71|0|9018d530-3dfc-11e6-89a7-7831c1cb607e|50000013696
2016-04-03 20:25:17|20000008987|20|0|8b599a35-3dfc-11e6-857b-7831c1cb607e|50000000164
2016-04-03 20:27:48|20000018845|100|0|8be42097-3dfc-11e6-a3b6-7831c1cb607e|50000028114
2016-04-03 20:37:27|20000019616|53|17|8ea13423-3dfc-11e6-bc6b-7831c1cb607e|50000009504
2016-04-03 22:52:06|20000009189|51|0|923d57b5-3dfc-11e6-a99d-7831c1cb607e|50000026549
2016-04-03 22:55:19|20000007457|86|8|8e33bf17-3dfc-11e6-8ed7-7831c1cb607e|50000021238
2016-04-03 23:03:13|20000007015|75|0|90b95399-3dfc-11e6-8c48-7831c1cb607e|50000016859
2016-04-03 23:49:51|20000009700|66|0|8ba56997-3dfc-11e6-bc11-7831c1cb607e|50000010953
2016-04-04 00:31:42|20000010497|68|0|8e996ed7-3dfc-11e6-8426-7831c1cb607e|50000009422
2016-04-04 01:14:31|20000017252|15|0|991270ee-3dfc-11e6-8f78-7831c1cb607e|50000039276
2016-04-04 01:30:02|20000005459|37|0|936b055c-3dfc-11e6-be52-7831c1cb607e|50000023294
2016-04-04 03:04:11|20000016519|80|0|955d299e-3dfc-11e6-b102-7831c1cb607e|50000033680
2016-04-04 17:18:05|20000017382|31|17|8e2f1c68-3dfc-11e6-b8e5-7831c1cb607e|50000008204
2016-04-04 19:27:10|20000013331|38|0|8c76e8f5-3dfc-11e6-bf8f-7831c1cb607e|50000009990
2016-04-04 19:34:01|20000013548|41|0|90da3466-3dfc-11e6-b551-7831c1cb607e|50000015900
2016-04-04 20:32:34|20000000297|60|0|8b577ce1-3dfc-11e6-84e2-7831c1cb607e|50000000140
2016-04-04 20:40:01|20000016630|1|0|8e7ec59c-3dfc-11e6-ae44-7831c1cb607e|50000040393
2016-04-04 23:01:09|20000019976|50|0|92564d21-3dfc-11e6-beb8-7831c1cb607e|50000020186
2016-04-04 23:54:48|20000017103|30|2|8cf9b74a-3dfc-11e6-92e3-7831c1cb607e|50000024495
2016-04-05 00:34:03|20000001574|22|7|981cf3f8-3dfc-11e6-959e-7831c1cb607e|50000036570
2016-04-05 01:17:39|20000001040|15|0|8bb518d1-3dfc-11e6-a8d1-7831c1cb607e|50000001194
2016-04-05 02:58:47|20000004301|42|0|8e9383eb-3dfc-11e6-a0c0-7831c1cb607e|50000036333
2016-04-05 05:12:56|20000000232|22|0|8d636f28-3dfc-11e6-9c93-7831c1cb607e|50000046735
2016-04-05 05:43:55|20000002558|88|0|90c256b5-3dfc-11e6-bffd-7831c1cb607e|50000015633
2016-04-05 06:45:44|20000009775|33|0|8e127221-3dfc-11e6-b268-7831c1cb607e|50000023273
2016-04-05 10:19:31|20000018891|81|0|9629ca61-3dfc-11e6-8acf-7831c1cb607e|50000031070
2016-04-05 11:46:40|20000005092|93|0|8e91da11-3dfc-11e6-9e12-7831c1cb607e|50000042882
2016-04-05 13:26:24|20000007911|49|17|8d5dd11c-3dfc-11e6-804a-7831c1cb607e|50000048778
2016-04-05 14:09:51|20000002980|9|0|8d225326-3dfc-11e6-9875-7831c1cb607e|50000005219
2016-04-05 15:26:44|20000015521|2|11|920f6ed1-3dfc-11e6-9d48-7831c1cb607e|50000019376
